gene_symbol	ensembl_gene_id	transcript_id	mane_select	canonical	pLI	loeuf	missense_z	lof_oe	lof_observed	lof_expected	gene_flags	constraint_flags	exome_prop_bp_an90	exome_prop_segdup	exome_prop_lcr
DOK5	ENSG00000101134	ENST00000262593	true	true	5.0509e-06	8.6042e-01	4.2874e-01	6.2393e-01	27	4.3274e+01			1.0000e+00	0.0000e+00	0.0000e+00
DOK6	ENSG00000206052	ENST00000382713	true	true	3.3309e-03	7.1430e-01	1.5975e+00	5.0023e-01	22	4.3980e+01			1.0000e+00	0.0000e+00	0.0000e+00
DOK7	ENSG00000175920	ENST00000340083	true	true	6.4556e-12	1.3998e+00	-4.9653e+00	1.0422e+00	32	3.0705e+01		outlier_mis	9.6693e-01	0.0000e+00	0.0000e+00
DOLK	ENSG00000175283	ENST00000372586	true	true	8.1906e-05	9.1742e-01	1.4177e+00	6.3135e-01	20	3.1678e+01			1.0000e+00	0.0000e+00	0.0000e+00
DOLPP1	ENSG00000167130	ENST00000372546	true	true	1.1595e-01	6.7684e-01	1.4141e+00	4.3956e-01	15	3.4125e+01			1.0000e+00	0.0000e+00	0.0000e+00
DONSON	ENSG00000159147	ENST00000303071	true	true	1.8357e-10	8.9249e-01	2.5065e-02	6.9212e-01	43	6.2128e+01			8.1095e-01	0.0000e+00	0.0000e+00
DOP1A	ENSG00000083097	ENST00000349129	true	true	1.0000e+00	4.0081e-01	3.6697e+00	3.3638e-01	90	2.6756e+02			9.9797e-01	0.0000e+00	0.0000e+00
DOP1B	ENSG00000142197	ENST00000691173	true	true	3.9411e-43	8.4518e-01	1.5559e+00	7.4532e-01	174	2.3346e+02			1.0000e+00	0.0000e+00	0.0000e+00
DOT1L	ENSG00000104885	ENST00000398665	true	true	1.0000e+00	2.8787e-01	2.5278e+00	2.1529e-01	33	1.5328e+02			9.8243e-01	0.0000e+00	0.0000e+00
DPAGT1	ENSG00000172269	ENST00000354202	true	true	7.9966e-06	8.8869e-01	2.2801e+00	6.3631e-01	25	3.9289e+01			1.0000e+00	0.0000e+00	0.0000e+00
DPCD	ENSG00000166171	ENST00000370151	true	true	5.4479e-06	1.0999e+00	1.3889e+00	7.5690e-01	20	2.6424e+01			1.0000e+00	0.0000e+00	0.0000e+00
DPEP1	ENSG00000015413	ENST00000690203	true	true	4.2349e-20	1.4976e+00	-1.9944e+00	1.1831e+00	50	4.2260e+01			1.0000e+00	0.0000e+00	0.0000e+00
DPEP2	ENSG00000167261	ENST00000393847	true	true	6.4821e-14	1.1139e+00	4.7396e-01	8.6878e-01	45	5.1797e+01			9.9520e-01	0.0000e+00	0.0000e+00
DPEP2NB	ENSG00000263201	ENST00000574912	true	true			1.2050e+00				low_exome_coverage	no_exp_lof	0.0000e+00	0.0000e+00	0.0000e+00
DPEP3	ENSG00000141096	ENST00000268793	true	true	2.8328e-13	1.1434e+00	1.2695e+00	8.8397e-01	42	4.7513e+01			1.0000e+00	0.0000e+00	0.0000e+00
DPF1	ENSG00000011332	ENST00000355526	true	true	9.9999e-01	3.7311e-01	3.4251e+00	2.3867e-01	14	5.8659e+01			9.6555e-01	0.0000e+00	0.0000e+00
DPF2	ENSG00000133884	ENST00000528416	true	true	1.0000e+00	2.8461e-01	3.6731e+00	1.6779e-01	10	5.9598e+01			1.0000e+00	6.3086e-02	0.0000e+00
DPF3	ENSG00000205683	ENST00000556509	true	true	9.9628e-01	4.7016e-01	1.6542e+00	3.1706e-01	18	5.6772e+01			1.0000e+00	0.0000e+00	0.0000e+00
DPH1	ENSG00000108963	ENST00000263083	true	true	8.8420e-22	1.3255e+00	-7.6150e-01	1.0671e+00	59	5.5288e+01			1.0000e+00	0.0000e+00	0.0000e+00
DPH2	ENSG00000132768	ENST00000255108	true	true	9.9288e-07	9.0352e-01	1.0148e+00	6.5901e-01	28	4.2488e+01			1.0000e+00	0.0000e+00	0.0000e+00
DPH3	ENSG00000154813	ENST00000488423	true	true	3.6966e-03	1.4203e+00	1.2267e-01	7.8714e-01	8	1.0163e+01			1.0000e+00	0.0000e+00	0.0000e+00
DPH5	ENSG00000117543	ENST00000370109	true	true	5.1212e-11	1.3228e+00	6.2070e-01	9.8017e-01	31	3.1627e+01			1.0000e+00	0.0000e+00	0.0000e+00
DPH6	ENSG00000134146	ENST00000256538	true	true	1.9639e-10	1.1536e+00	-1.1840e-01	8.6276e-01	33	3.8249e+01			9.7129e-01	0.0000e+00	0.0000e+00
DPH7	ENSG00000148399	ENST00000277540	true	true	3.0985e-16	1.3555e+00	-9.1495e-01	1.0542e+00	44	4.1737e+01			9.9853e-01	0.0000e+00	0.0000e+00
DPM1	ENSG00000000419	ENST00000371588	true	true	5.8148e-07	9.5496e-01	2.0525e-01	6.9248e-01	27	3.8990e+01			1.0000e+00	0.0000e+00	0.0000e+00
DPM2	ENSG00000136908	ENST00000314392	true	true	1.0613e-02	1.1904e+00	3.9987e-01	6.5975e-01	8	1.2126e+01			1.0000e+00	0.0000e+00	0.0000e+00
DPM3	ENSG00000179085	ENST00000368400	true	true	6.6120e-03	1.4797e+00	3.2506e-01	7.8777e-01	7	8.8859e+00			1.0000e+00	0.0000e+00	0.0000e+00
DPP10	ENSG00000175497	ENST00000410059	true	true	1.0000e+00	3.6503e-01	1.7610e+00	2.7300e-01	33	1.2088e+02			1.0000e+00	0.0000e+00	0.0000e+00
DPP3	ENSG00000254986	ENST00000531863	true	true	1.1791e-15	8.7765e-01	1.8807e+00	7.1277e-01	64	8.9791e+01			1.0000e+00	0.0000e+00	0.0000e+00
DPP4	ENSG00000197635	ENST00000360534	true	true	4.9375e-24	9.0245e-01	-9.4724e-02	7.5956e-01	93	1.2244e+02			1.0000e+00	0.0000e+00	0.0000e+00
DPP6	ENSG00000130226	ENST00000377770	true	true	3.3266e-11	6.8759e-01	2.4109e+00	5.6275e-01	69	1.2261e+02			9.4952e-01	9.3642e-02	2.8902e-02
DPP7	ENSG00000176978	ENST00000371579	true	true	8.5259e-31	1.5260e+00	-1.8596e+00	1.2576e+00	74	5.8840e+01			9.4241e-01	0.0000e+00	0.0000e+00
DPP8	ENSG00000074603	ENST00000300141	true	true	1.0000e+00	3.8901e-01	3.0432e+00	2.8824e-01	31	1.0755e+02			9.9622e-01	0.0000e+00	0.0000e+00
DPP9	ENSG00000142002	ENST00000262960	true	true	1.1745e-03	5.7156e-01	2.3942e+00	4.5156e-01	50	1.1073e+02			9.8842e-01	0.0000e+00	0.0000e+00
DPPA2	ENSG00000163530	ENST00000478945	true	true	4.7183e-07	9.9786e-01	9.2401e-02	7.1915e-01	26	3.6154e+01			1.0000e+00	0.0000e+00	0.0000e+00
DPPA3	ENSG00000187569	ENST00000345088	true	true	1.8230e-02	1.0084e+00	1.4248e+00	5.7789e-01	9	1.5574e+01			1.0000e+00	0.0000e+00	0.0000e+00
DPPA4	ENSG00000121570	ENST00000335658	true	true	1.9700e-05	9.3096e-01	4.1890e-01	6.5196e-01	22	3.3744e+01			1.0000e+00	0.0000e+00	0.0000e+00
DPPA5	ENSG00000203909	ENST00000370370	true	true	1.4251e-04	1.6052e+00	6.8388e-01	9.6975e-01	11	1.1343e+01			1.0000e+00	3.2184e-01	0.0000e+00
DPRX	ENSG00000204595	ENST00000376650	false	true	2.2998e-05	2.1689e+00	7.1236e-01	1.3104e+00	11	8.3947e+00			1.0000e+00	0.0000e+00	0.0000e+00
DPT	ENSG00000143196	ENST00000367817	true	true	1.9023e-05	9.6796e-01	-8.4269e-02	6.7218e-01	21	3.1241e+01			1.0000e+00	0.0000e+00	0.0000e+00
DPY19L1	ENSG00000173852	ENST00000638088	true	true	9.9130e-01	4.7910e-01	3.9285e+00	3.6136e-01	35	9.6856e+01			8.6096e-01	8.1684e-01	0.0000e+00
DPY19L2	ENSG00000177990	ENST00000324472	true	true	9.9845e-01	4.6252e-01	4.0743e+00	3.4741e-01	34	9.7867e+01			9.1557e-01	1.0000e+00	0.0000e+00
DPY19L3	ENSG00000178904	ENST00000392250	true	true	3.5178e-08	6.9767e-01	2.1845e+00	5.5248e-01	51	9.2310e+01			9.9860e-01	0.0000e+00	0.0000e+00
DPY19L4	ENSG00000156162	ENST00000414645	true	true	1.9441e-31	1.1172e+00	5.1768e-01	9.4372e-01	97	1.0278e+02			9.6542e-01	0.0000e+00	2.7663e-03
DPY30	ENSG00000162961	ENST00000342166	true	true	5.1248e-01	7.3103e-01	1.6085e+00	3.7038e-01	6	1.6200e+01			1.0000e+00	0.0000e+00	0.0000e+00
DPYD	ENSG00000188641	ENST00000370192	true	true	5.1412e-35	1.0998e+00	-5.7255e-01	9.3800e-01	109	1.1621e+02			1.0000e+00	0.0000e+00	0.0000e+00
DPYS	ENSG00000147647	ENST00000351513	true	true	6.4077e-11	1.0123e+00	3.5736e-01	7.7506e-01	39	5.0318e+01			9.9872e-01	0.0000e+00	0.0000e+00
DPYSL2	ENSG00000092964	ENST00000521913	true	true	1.0000e+00	2.9565e-01	4.6690e+00	1.8596e-01	13	6.9908e+01			9.6701e-01	0.0000e+00	0.0000e+00
DPYSL3	ENSG00000113657	ENST00000343218	true	true	1.0000e+00	3.6771e-01	2.5113e+00	2.4210e-01	16	6.6088e+01			1.0000e+00	0.0000e+00	0.0000e+00
DPYSL4	ENSG00000151640	ENST00000338492	true	true	3.3871e-10	8.7528e-01	1.2879e+00	6.7877e-01	43	6.3350e+01			9.8193e-01	0.0000e+00	0.0000e+00
DPYSL5	ENSG00000157851	ENST00000288699	true	true	1.0000e+00	2.6887e-01	4.1731e+00	1.5408e-01	9	5.8411e+01			1.0000e+00	0.0000e+00	0.0000e+00
DQX1	ENSG00000144045	ENST00000404568	true	true	1.3580e-18	9.9591e-01	1.0118e+00	8.1140e-01	66	8.1341e+01			9.9954e-01	0.0000e+00	0.0000e+00
DR1	ENSG00000117505	ENST00000370272	true	true	6.6381e-01	6.6063e-01	3.1575e+00	3.5171e-01	7	1.9903e+01			1.0000e+00	3.4091e-02	0.0000e+00
DRAM1	ENSG00000136048	ENST00000258534	true	true	2.7162e-08	1.2251e+00	1.2377e+00	8.7716e-01	25	2.8501e+01			1.0000e+00	0.0000e+00	0.0000e+00
DRAM2	ENSG00000156171	ENST00000484310	true	true	1.2036e-07	1.0758e+00	1.6929e-01	7.7531e-01	26	3.3535e+01			1.0000e+00	0.0000e+00	0.0000e+00
DRAP1	ENSG00000175550	ENST00000312515	true	true	2.8912e-01	7.0356e-01	2.9776e-01	4.1478e-01	10	2.4109e+01			1.0000e+00	0.0000e+00	0.0000e+00
DRAXIN	ENSG00000162490	ENST00000294485	true	true	4.1638e-08	1.0976e+00	1.7832e+00	7.9593e-01	27	3.3923e+01			1.0000e+00	0.0000e+00	0.0000e+00
DRC1	ENSG00000157856	ENST00000288710	true	true	4.7987e-19	9.0932e-01	1.5740e-01	7.4941e-01	74	9.8745e+01			1.0000e+00	0.0000e+00	0.0000e+00
DRC3	ENSG00000171962	ENST00000399187	true	true	1.5214e-12	1.0022e+00	3.3084e-01	7.8168e-01	45	5.7569e+01			9.7196e-01	0.0000e+00	0.0000e+00
DRC7	ENSG00000159625	ENST00000360716	true	true	5.1534e-21	9.2270e-01	1.3519e+00	7.6612e-01	80	1.0442e+02			1.0000e+00	0.0000e+00	0.0000e+00
DRD1	ENSG00000184845	ENST00000393752	true	true	9.9984e-01	2.6490e-01	3.3017e+00	8.4152e-02	2	2.3767e+01			1.0000e+00	0.0000e+00	0.0000e+00
DRD2	ENSG00000149295	ENST00000362072	true	true	9.9980e-01	3.7976e-01	3.5421e+00	2.1047e-01	8	3.8010e+01			1.0000e+00	0.0000e+00	0.0000e+00
DRD3	ENSG00000151577	ENST00000383673	true	true	2.9133e-03	7.6716e-01	7.6500e-01	5.2283e-01	19	3.6341e+01			9.9583e-01	0.0000e+00	0.0000e+00
DRD4	ENSG00000069696	ENST00000176183	true	true	1.0281e-10	1.6299e+00	-4.7589e+00	1.1747e+00	26	2.2134e+01		outlier_mis|outlier_syn	7.6134e-01	0.0000e+00	5.0119e-02
DRD5	ENSG00000169676	ENST00000304374	true	true			-1.6656e+00					no_exp_lof	9.9371e-01	1.0000e+00	0.0000e+00
DRG1	ENSG00000185721	ENST00000331457	true	true	1.0117e-02	7.1770e-01	2.9476e+00	4.8912e-01	19	3.8845e+01			1.0000e+00	0.0000e+00	0.0000e+00
DRG2	ENSG00000108591	ENST00000225729	true	true	1.2528e-08	8.9056e-01	2.7068e+00	6.7437e-01	36	5.3383e+01			1.0000e+00	0.0000e+00	0.0000e+00
DRGX	ENSG00000165606	ENST00000374139	true	true	4.9347e-06	1.0563e+00	-2.3340e-01	7.3356e-01	21	2.8627e+01			1.0000e+00	0.0000e+00	0.0000e+00
DRICH1	ENSG00000189269	ENST00000317749	true	true	4.6303e-13	1.2599e+00	-2.2229e-01	9.6121e-01	38	3.9534e+01			9.5197e-01	7.8748e-01	5.2402e-02
DROSHA	ENSG00000113360	ENST00000344624	true	true	1.0000e+00	3.8454e-01	5.3671e+00	3.0780e-01	56	1.8193e+02			9.8375e-01	0.0000e+00	0.0000e+00
DRP2	ENSG00000102385	ENST00000395209	true	true	9.4158e-01	5.0574e-01	1.2995e+00	3.7092e-01	29	7.8184e+01			9.9965e-01	0.0000e+00	0.0000e+00
DSC1	ENSG00000134765	ENST00000257198	true	true	9.9898e-22	9.6456e-01	-5.0776e-01	7.9994e-01	79	9.8758e+01			1.0000e+00	0.0000e+00	0.0000e+00
DSC2	ENSG00000134755	ENST00000280904	true	true	3.3744e-09	7.3508e-01	3.0374e-01	5.8211e-01	51	8.7613e+01			1.0000e+00	0.0000e+00	0.0000e+00
DSC3	ENSG00000134762	ENST00000360428	true	true	5.9311e-36	1.2823e+00	-1.4714e+00	1.0832e+00	97	8.9548e+01			1.0000e+00	0.0000e+00	0.0000e+00
DSCAM	ENSG00000171587	ENST00000400454	true	true	1.0000e+00	2.7538e-01	4.4869e+00	2.1594e-01	47	2.1765e+02			9.9039e-01	0.0000e+00	0.0000e+00
DSCAML1	ENSG00000177103	ENST00000651296	true	true	1.0000e+00	2.4844e-01	5.0718e+00	1.8954e-01	38	2.0049e+02			9.8717e-01	0.0000e+00	1.3476e-02
DSCC1	ENSG00000136982	ENST00000313655	true	true	1.3054e-07	8.9086e-01	9.9528e-01	6.6324e-01	32	4.8248e+01			1.0000e+00	0.0000e+00	0.0000e+00
DSE	ENSG00000111817	ENST00000644252	true	true	6.3888e-02	5.6299e-01	3.8358e+00	4.2632e-01	36	8.4444e+01			1.0000e+00	6.1100e-01	0.0000e+00
DSEL	ENSG00000171451	ENST00000310045	true	true	1.4241e-12	7.8129e-01	1.2487e+00	6.3129e-01	61	9.6628e+01			1.0000e+00	0.0000e+00	0.0000e+00
DSG1	ENSG00000134760	ENST00000257192	true	true	5.3488e-01	5.2256e-01	-1.8492e-01	4.0008e-01	39	9.7480e+01			1.0000e+00	0.0000e+00	0.0000e+00
DSG2	ENSG00000046604	ENST00000261590	true	true	1.3271e-08	7.6311e-01	1.0465e+00	5.9520e-01	45	7.5605e+01			9.8330e-01	0.0000e+00	0.0000e+00
DSG3	ENSG00000134757	ENST00000257189	true	true	5.6570e-16	9.0487e-01	-1.1380e-03	7.3366e-01	63	8.5871e+01			9.8365e-01	0.0000e+00	0.0000e+00
DSG4	ENSG00000175065	ENST00000308128	true	true	5.5527e-28	1.1173e+00	-1.0380e+00	9.3490e-01	87	9.3058e+01			1.0000e+00	0.0000e+00	0.0000e+00
DSN1	ENSG00000149636	ENST00000373750	true	true	1.2244e-07	9.1601e-01	4.2431e-01	6.7873e-01	31	4.5674e+01			1.0000e+00	0.0000e+00	0.0000e+00
DSP	ENSG00000096696	ENST00000379802	true	true	9.8864e-01	4.5840e-01	1.9171e+00	3.9235e-01	114	2.9055e+02			1.0000e+00	0.0000e+00	0.0000e+00
DSPP	ENSG00000152591	ENST00000651931	true	true	6.7861e-10	1.3184e+00	3.6861e+00	9.6161e-01	28	2.9118e+01			9.1135e-01	0.0000e+00	2.0753e-01
DST	ENSG00000151914	ENST00000680361	true	true	1.0000e+00	3.2080e-01	3.6845e+00	2.8907e-01	253	8.7521e+02			9.7745e-01	0.0000e+00	0.0000e+00
DSTN	ENSG00000125868	ENST00000246069	true	true	9.8959e-03	1.0102e+00	1.6936e+00	5.9559e-01	10	1.6790e+01			1.0000e+00	0.0000e+00	0.0000e+00
DSTYK	ENSG00000133059	ENST00000367162	true	true	9.9895e-01	4.5882e-01	2.7262e+00	3.4463e-01	34	9.8657e+01			1.0000e+00	0.0000e+00	0.0000e+00
DTD1	ENSG00000125821	ENST00000377452	true	true	2.1088e-02	8.0707e-01	1.9170e+00	5.0762e-01	13	2.5609e+01			9.3142e-01	0.0000e+00	0.0000e+00
DTD2	ENSG00000129480	ENST00000310850	true	true	4.0354e-04	1.2548e+00	9.3393e-01	7.7449e-01	12	1.5494e+01			9.9802e-01	0.0000e+00	0.0000e+00
DTHD1	ENSG00000197057	ENST00000639862	true	true	2.9199e-16	9.7955e-01	1.8852e-01	7.8862e-01	59	7.4814e+01			9.2605e-01	0.0000e+00	0.0000e+00
DTL	ENSG00000143476	ENST00000366991	true	true	1.1382e-06	6.7617e-01	1.9147e+00	5.2883e-01	46	8.6984e+01			1.0000e+00	0.0000e+00	0.0000e+00
DTNA	ENSG00000134769	ENST00000444659	true	true	4.0779e-02	5.5060e-01	2.1524e+00	4.2698e-01	43	1.0071e+02			1.0000e+00	0.0000e+00	0.0000e+00
DTNB	ENSG00000138101	ENST00000406818	true	true	6.4436e-15	8.5640e-01	9.4801e-01	6.9436e-01	63	9.0732e+01			9.9894e-01	0.0000e+00	0.0000e+00
DTNBP1	ENSG00000047579	ENST00000344537	true	true	1.8201e-10	1.0853e+00	-6.7825e-01	8.1854e-01	35	4.2759e+01			1.0000e+00	0.0000e+00	0.0000e+00
DTWD1	ENSG00000104047	ENST00000403028	true	true	5.0324e-09	1.2345e+00	1.5482e-01	8.9517e-01	27	3.0162e+01			9.9013e-01	2.8399e-01	0.0000e+00
DTWD2	ENSG00000169570	ENST00000510708	true	true	3.5566e-16	1.5997e+00	-2.9156e+00	1.2248e+00	39	3.1842e+01			1.0000e+00	1.8792e-01	0.0000e+00
DTX1	ENSG00000135144	ENST00000548759	true	true	2.3838e-02	6.2419e-01	2.7270e+00	4.4985e-01	26	5.7798e+01			8.3441e-01	0.0000e+00	0.0000e+00
DTX2	ENSG00000091073	ENST00000430490	true	true	1.8120e-04	7.1440e-01	4.2460e+00	5.2396e-01	29	5.5348e+01	low_exome_mapping_quality		8.5263e-01	1.0000e+00	0.0000e+00
DTX3	ENSG00000178498	ENST00000337737	true	true	6.8089e-01	6.1857e-01	2.8673e+00	3.6467e-01	10	2.7422e+01			9.7791e-01	0.0000e+00	2.7858e-02
DTX3L	ENSG00000163840	ENST00000296161	true	true	6.3043e-06	7.4314e-01	9.2373e-01	5.5819e-01	34	6.0911e+01			1.0000e+00	0.0000e+00	0.0000e+00
DTX4	ENSG00000110042	ENST00000227451	true	true	1.8801e-03	6.6670e-01	1.7955e+00	4.8628e-01	28	5.7580e+01			1.0000e+00	0.0000e+00	0.0000e+00
DTYMK	ENSG00000168393	ENST00000305784	true	true	1.6208e-07	1.4345e+00	-7.2273e-01	9.8719e-01	20	2.0260e+01			9.6855e-01	0.0000e+00	0.0000e+00
DUOX1	ENSG00000137857	ENST00000389037	true	true	5.2472e-33	8.5061e-01	2.3504e+00	7.3697e-01	134	1.8183e+02			9.7077e-01	1.3282e-01	0.0000e+00
DUOX2	ENSG00000140279	ENST00000389039	true	true	7.1540e-64	1.1404e+00	2.2630e-01	1.0095e+00	185	1.8326e+02			9.5995e-01	1.3307e-01	0.0000e+00
DUOXA1	ENSG00000140254	ENST00000560572	true	true	2.1067e-05	1.0480e+00	5.0619e-01	7.1421e-01	19	2.6603e+01			1.0000e+00	0.0000e+00	0.0000e+00
DUOXA2	ENSG00000140274	ENST00000323030	true	true	7.8576e-07	1.1402e+00	-1.2714e+00	7.9846e-01	22	2.7553e+01			1.0000e+00	0.0000e+00	0.0000e+00
DUS1L	ENSG00000169718	ENST00000306796	true	true	6.1958e-18	1.1433e+00	3.9875e-02	9.1519e-01	56	6.1189e+01			1.0000e+00	0.0000e+00	0.0000e+00
DUS2	ENSG00000167264	ENST00000565263	true	true	2.8520e-13	9.1878e-01	1.1036e+00	7.2924e-01	52	7.1307e+01			1.0000e+00	0.0000e+00	0.0000e+00
DUS3L	ENSG00000141994	ENST00000309061	true	true	5.8347e-18	1.0271e+00	5.6608e-01	8.3135e-01	62	7.4578e+01			9.4667e-01	0.0000e+00	0.0000e+00
DUS4L	ENSG00000105865	ENST00000265720	true	true	2.0447e-10	1.2377e+00	4.4542e-01	9.1706e-01	31	3.3804e+01			1.0000e+00	0.0000e+00	0.0000e+00
DUS4L-BCAP29	ENSG00000288558	ENST00000673665	false	true	2.2307e-22	1.2869e+00	-4.6328e-01	1.0416e+00	62	5.9523e+01			1.0000e+00	0.0000e+00	0.0000e+00
DUSP1	ENSG00000120129	ENST00000239223	true	true	6.7549e-01	6.1968e-01	1.5730e+00	3.6533e-01	10	2.7372e+01			8.3924e-01	0.0000e+00	0.0000e+00
DUSP10	ENSG00000143507	ENST00000366899	true	true	7.7140e-02	7.1136e-01	1.1885e+00	4.5503e-01	14	3.0767e+01			1.0000e+00	0.0000e+00	0.0000e+00
DUSP11	ENSG00000144048	ENST00000272444	false	true	1.9727e-06	8.9928e-01	-7.7646e-02	6.5211e-01	27	4.1404e+01			1.0000e+00	0.0000e+00	0.0000e+00
DUSP12	ENSG00000081721	ENST00000367943	true	true	6.4304e-06	8.9859e-01	4.9540e-01	6.4339e-01	25	3.8857e+01			1.0000e+00	0.0000e+00	0.0000e+00
DUSP13	ENSG00000079393	ENST00000478873	true	true	6.9834e-12	1.3403e+00	9.2652e-01	1.0024e+00	33	3.2922e+01			5.9381e-01	0.0000e+00	0.0000e+00
DUSP14	ENSG00000276023	ENST00000617516	true	true	4.3642e-01	7.9916e-01	2.0746e+00	3.8008e-01	5	1.3155e+01			1.0000e+00	0.0000e+00	0.0000e+00
DUSP15	ENSG00000149599	ENST00000339738	true	true	1.0890e-07	1.2374e+00	-1.0347e+00	8.7337e-01	23	2.6335e+01			9.1631e-01	0.0000e+00	0.0000e+00
DUSP16	ENSG00000111266	ENST00000298573	true	true	9.3506e-01	5.1881e-01	1.3867e+00	3.6028e-01	21	5.8288e+01			9.9549e-01	0.0000e+00	0.0000e+00
DUSP18	ENSG00000167065	ENST00000334679	true	true	7.1073e-02	1.4509e+00	3.4453e-01	6.3403e-01	4	6.3089e+00			1.0000e+00	0.0000e+00	0.0000e+00
DUSP19	ENSG00000162999	ENST00000354221	true	true	5.6132e-05	1.3189e+00	-5.6270e-02	8.4366e-01	14	1.6594e+01			1.0000e+00	0.0000e+00	0.0000e+00
DUSP2	ENSG00000158050	ENST00000288943	true	true	9.7857e-07	1.2481e+00	3.5222e-01	8.5890e-01	20	2.3286e+01			7.1762e-01	0.0000e+00	0.0000e+00
DUSP21	ENSG00000189037	ENST00000339042	true	true			3.2298e-01					no_exp_lof	1.0000e+00	0.0000e+00	0.0000e+00
DUSP22	ENSG00000112679	ENST00000419235	true	true	9.1837e-09	1.3789e+00	-1.5808e+00	9.8050e-01	24	2.4477e+01			1.0000e+00	0.0000e+00	0.0000e+00
DUSP23	ENSG00000158716	ENST00000368107	true	true	1.6182e-03	1.2713e+00	-6.9119e-01	7.4947e-01	10	1.3343e+01			1.0000e+00	0.0000e+00	0.0000e+00
DUSP26	ENSG00000133878	ENST00000256261	true	true	4.3468e-03	9.7111e-01	1.5926e+00	5.9937e-01	12	2.0021e+01			1.0000e+00	0.0000e+00	0.0000e+00
DUSP28	ENSG00000188542	ENST00000405954	true	true	2.2761e-05	2.1731e+00	-2.6607e+00	1.3128e+00	11	8.3787e+00			7.8409e-01	0.0000e+00	0.0000e+00
DUSP29	ENSG00000188716	ENST00000338487	true	true	1.3237e-04	1.4407e+00	-1.6871e-01	8.8918e-01	12	1.3496e+01			1.0000e+00	0.0000e+00	0.0000e+00
DUSP3	ENSG00000108861	ENST00000226004	true	true	1.7763e-01	8.4750e-01	1.1486e+00	4.5121e-01	7	1.5514e+01			9.8198e-01	0.0000e+00	0.0000e+00
DUSP4	ENSG00000120875	ENST00000240100	true	true	1.4340e-01	7.1363e-01	1.8763e+00	4.4045e-01	12	2.7245e+01			1.0000e+00	0.0000e+00	0.0000e+00
DUSP5	ENSG00000138166	ENST00000369583	true	true	1.7938e-05	9.3609e-01	-5.3997e-01	6.5555e-01	22	3.3560e+01			8.8194e-01	0.0000e+00	0.0000e+00
DUSP6	ENSG00000139318	ENST00000279488	true	true	9.9744e-01	4.2271e-01	8.9919e-01	2.1417e-01	6	2.8015e+01			1.0000e+00	0.0000e+00	0.0000e+00
DUSP7	ENSG00000164086	ENST00000495880	true	true	9.9634e-01	4.4181e-01	3.2424e+00	2.3522e-01	7	2.9760e+01			8.7908e-01	0.0000e+00	0.0000e+00
DUSP8	ENSG00000184545	ENST00000397374	true	true	5.6055e-01	5.9713e-01	2.0724e+00	3.8780e-01	15	3.8680e+01			6.2560e-01	8.0267e-01	3.5733e-02
DUSP9	ENSG00000130829	ENST00000342782	true	true	7.2999e-01	6.9434e-01	2.0820e+00	3.0342e-01	4	1.3183e+01			7.8733e-01	0.0000e+00	0.0000e+00
DUT	ENSG00000128951	ENST00000331200	true	true	5.4606e-06	1.0492e+00	1.7681e-01	7.2863e-01	21	2.8821e+01			9.1270e-01	0.0000e+00	0.0000e+00
DUX4	ENSG00000260596	ENST00000565211	true	true							low_exome_coverage|low_exome_mapping_quality	no_exp_lof|no_exp_mis|no_exp_syn	0.0000e+00	1.0000e+00	0.0000e+00
DUXA	ENSG00000258873	ENST00000554048	true	true	1.5251e-08	1.2688e+00	-1.1162e-01	9.0847e-01	25	2.7519e+01			1.0000e+00	0.0000e+00	0.0000e+00
DUXB	ENSG00000282757	ENST00000633875	true	true	1.9967e-12	3.5191e+00	-5.2468e+00	2.4645e+00	22	8.9269e+00	low_exome_coverage	outlier_mis	0.0000e+00	0.0000e+00	0.0000e+00
DVL1	ENSG00000107404	ENST00000378888	true	true	4.6846e-13	9.5701e-01	-1.9991e+00	7.5427e-01	49	6.4964e+01		outlier_syn	9.9281e-01	0.0000e+00	0.0000e+00
DVL2	ENSG00000004975	ENST00000005340	true	true	3.9405e-06	7.1355e-01	1.0358e+00	5.4438e-01	38	6.9804e+01			9.9864e-01	0.0000e+00	0.0000e+00
DVL3	ENSG00000161202	ENST00000313143	true	true	4.6293e-01	5.5245e-01	2.7023e+00	4.0061e-01	27	6.7398e+01			9.9860e-01	0.0000e+00	0.0000e+00
DXO	ENSG00000204348	ENST00000337523	true	true	1.4715e-15	1.3666e+00	3.3897e-01	1.0566e+00	42	3.9751e+01			1.0000e+00	0.0000e+00	0.0000e+00
DYDC1	ENSG00000170788	ENST00000372202	true	true	3.4017e-06	1.0831e+00	1.1628e-01	7.5216e-01	21	2.7920e+01			8.9266e-01	0.0000e+00	0.0000e+00
DYDC2	ENSG00000133665	ENST00000256039	true	true	2.3907e-07	1.4923e+00	7.7685e-01	1.0170e+00	19	1.8682e+01			1.0000e+00	0.0000e+00	0.0000e+00
DYM	ENSG00000141627	ENST00000675505	true	true	1.8069e-22	1.0109e+00	8.2149e-01	8.3738e-01	78	9.3148e+01			9.2403e-01	0.0000e+00	0.0000e+00
DYNAP	ENSG00000178690	ENST00000648945	true	true	5.3981e-03	1.5434e+00	-9.0204e-01	8.2173e-01	7	8.5187e+00			1.0000e+00	0.0000e+00	0.0000e+00
